parcelle,ilot,climat_code,climat,site,id_pdg,sol_id,sol
clim7_toulouse_sol0_p00,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p01,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p02,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p03,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p04,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p05,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p06,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p07,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p08,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p09,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p10,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol0_p11,clim7_toulouse_sol0,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330104_330367_1,limono-sableux
clim7_toulouse_sol1_p00,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p01,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p02,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p03,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p04,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p05,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p06,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p07,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p08,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p09,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p10,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol1_p11,clim7_toulouse_sol1,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,18960_27491,limoneux
clim7_toulouse_sol2_p00,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p01,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p02,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p03,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p04,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p05,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p06,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p07,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p08,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p09,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p10,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim7_toulouse_sol2_p11,clim7_toulouse_sol2,7,Climat du Bassin du Sud-Ouest,Toulouse,90007,330151_330489_1,argilo-calcaire
clim8_montpellier_sol0_p00,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p01,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p02,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p03,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p04,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p05,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p06,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p07,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p08,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p09,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p10,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol0_p11,clim8_montpellier_sol0,8,Climat méditerranéen franc,Montpellier,90008,330104_330367_1,limono-sableux
clim8_montpellier_sol1_p00,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p01,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p02,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p03,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p04,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p05,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p06,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p07,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p08,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p09,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p10,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol1_p11,clim8_montpellier_sol1,8,Climat méditerranéen franc,Montpellier,90008,18960_27491,limoneux
clim8_montpellier_sol2_p00,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p01,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p02,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p03,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p04,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p05,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p06,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p07,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p08,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p09,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p10,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
clim8_montpellier_sol2_p11,clim8_montpellier_sol2,8,Climat méditerranéen franc,Montpellier,90008,330151_330489_1,argilo-calcaire
